Comedy	1	0.0535001932959
Comedy	3	0.169264263585
Comedy	2	0.233381963537
Comedy	5	0.0726131942447
Comedy	7	0.0437888906049
Comedy	6	0.084021912932
Comedy	9	0.0488939502781
Comedy	8	0.0409634948083
Comedy	4	0.15238827145
Comedy	11	0.026153087843
Comedy	10	0.0298706603853
Comedy	13	0.0121069533353
Comedy	12	0.0158000860677
Comedy	15	0.00570555455439
Comedy	14	0.00549205489512
Comedy	17	0.00175757307221
Comedy	16	0.00297159207031
Comedy	18	0.00132630304105
Tragedy	1	0.0620468420222
Tragedy	3	0.196567940803
Tragedy	2	0.255397341928
Tragedy	5	0.0933210473362
Tragedy	4	0.126732160294
Tragedy	7	0.0513364851029
Tragedy	6	0.0739371625587
Tragedy	9	0.0441030938535
Tragedy	8	0.0212545359977
Tragedy	11	0.0160870255542
Tragedy	10	0.0153745871282
Tragedy	13	0.0123545078523
Tragedy	12	0.0116075879338
Tragedy	15	0.0127598831385
Tragedy	14	0.00137804989053
Tragedy	16	0.00248214441485
Tragedy	18	0.00325960419092
History	1	0.0508478256021
History	3	0.140651775277
History	2	0.143801266568
History	5	0.113162921344
History	4	0.128895684927
History	7	0.06411860178
History	6	0.0975498802405
History	9	0.051055931004
History	8	0.0728485271811
History	11	0.0361772566972
History	10	0.0375839633677
History	13	0.0059748691191
History	12	0.0329323426493
History	15	0.00464615948
History	14	0.00725642788643
History	17	0.0085873844182
History	16	0.00390918245903
